45.89.230.50,31599,AE,LLC Baxet
211.250.34.187,13840,KR,KT
211.250.34.187,24274,KR,KT
211.248.226.118,50003,KR,KT
211.41.30.100,30012,KR,KT
211.41.30.100,30053,KR,KT
211.251.225.66,23306,KR,KT
211.38.177.17,30042,KR,KT
211.38.177.17,50000,KR,KT
211.35.244.172,30044,KR,KT
211.35.244.172,30052,KR,KT
211.57.190.246,18410,KR,KT
211.51.176.6,30059,KR,KT
211.34.217.86,10247,KR,KT
211.57.90.42,24464,KR,KT
211.57.90.42,17310,KR,KT
211.38.177.17,30047,KR,KT
211.252.100.154,34020,KR,KT
211.35.244.172,30012,KR,KT
211.57.90.42,18557,KR,KT
211.54.182.174,50000,KR,KT
211.251.225.66,30312,KR,KT
211.253.196.188,21396,KR,KT
211.57.190.246,31001,KR,KT
211.54.106.141,21151,KR,KT
211.43.3.98,29008,KR,KT
211.55.101.82,30020,KR,KT
211.253.196.188,30021,KR,KT
211.57.90.42,52323,KR,KT
218.145.184.17,10332,KR,KT
217.142.138.61,37914,KR,Oracle Cloud
218.144.216.141,25730,KR,KT
217.142.138.20,443,KR,Oracle Cloud
218.144.216.141,23445,KR,KT
218.144.216.141,18094,KR,KT
218.144.216.141,38820,KR,KT
218.145.184.17,35587,KR,KT
217.142.128.252,443,KR,Oracle Cloud
218.146.90.232,30027,KR,KT
218.146.90.232,30085,KR,KT
218.146.234.159,50000,KR,KT
218.146.90.232,30053,KR,KT
211.57.90.42,32998,KR,KT
218.147.6.51,22348,KR,KT
218.148.212.190,33739,KR,KT
218.148.216.36,50000,KR,KT
218.147.6.51,30520,KR,KT
218.148.212.190,10855,KR,KT
218.147.57.156,22016,KR,KT
218.148.212.190,26120,KR,KT
218.149.29.50,30062,KR,KT
218.148.35.119,50000,KR,KT
218.148.35.119,24909,KR,KT
218.150.148.238,50000,KR,KT
218.145.184.17,15629,KR,KT
218.154.22.99,50000,KR,KT
218.154.22.201,11211,KR,KT
218.154.220.166,11655,KR,KT
218.152.239.253,23481,KR,KT
218.154.217.26,14505,KR,KT
218.152.239.253,24868,KR,KT
218.157.11.21,13954,KR,KT
218.144.216.141,24894,KR,KT
218.157.222.202,50000,KR,KT
218.157.11.21,17340,KR,KT
218.157.11.21,12601,KR,KT
218.157.11.21,31348,KR,KT
218.157.11.21,26918,KR,KT
218.157.11.21,39427,KR,KT
218.158.34.87,50000,KR,KT
218.158.136.114,39980,KR,KT
218.209.28.138,50003,KR,SK Broadband
219.255.114.230,50003,KR,SK Broadband
220.118.162.118,11267,KR,KT
219.248.62.241,30017,KR,SK Broadband
220.118.162.118,13160,KR,KT
218.157.71.185,30005,KR,KT
220.118.162.118,29173,KR,KT
218.157.71.185,20547,KR,KT
220.118.162.118,29695,KR,KT
220.118.43.185,11079,KR,KT
218.156.4.11,13830,KR,KT
220.118.43.185,17148,KR,KT
220.118.95.171,30067,KR,KT
220.118.95.171,30070,KR,KT
220.121.41.129,11555,KR,KT
220.121.41.129,13025,KR,KT
220.119.139.132,50000,KR,KT
220.118.43.185,19458,KR,KT
220.118.43.185,24611,KR,KT
220.121.41.129,16860,KR,KT
220.121.173.162,12643,KR,KT
218.157.11.21,21851,KR,KT
220.121.41.129,25983,KR,KT
220.121.173.162,25886,KR,KT
220.123.95.78,50000,KR,KT
220.124.0.63,14215,KR,KT
220.124.0.63,26015,KR,KT
220.124.114.231,30056,KR,KT
220.123.20.69,11017,KR,KT
220.124.0.63,25670,KR,KT
220.124.114.231,31504,KR,KT
220.124.114.231,50003,KR,KT
220.125.33.197,11475,KR,KT
220.126.176.145,30054,KR,KT
218.157.71.185,12183,KR,KT
220.125.33.197,14814,KR,KT
220.125.33.197,23232,KR,KT
220.126.176.145,50000,KR,KT
220.125.33.197,26748,KR,KT
218.157.71.185,12265,KR,KT
220.127.124.27,30043,KR,KT
220.70.71.251,32145,KR,KT
220.71.110.228,30053,KR,KT
220.71.170.47,50000,KR,KT
220.118.162.118,35602,KR,KT
220.71.245.141,31491,KR,KT
220.71.245.141,11139,KR,KT
220.72.134.44,30520,KR,KT
220.119.170.222,26883,KR,KT
220.72.134.44,31164,KR,KT
220.72.237.46,22362,KR,KT
220.72.237.46,32170,KR,KT
220.74.43.16,30042,KR,KT
220.78.242.43,36871,KR,KT
220.78.242.43,30077,KR,KT
220.72.237.46,24627,KR,KT
220.79.197.214,13892,KR,KT
220.73.57.97,27139,KR,KT
220.79.197.214,11737,KR,KT
220.80.121.210,50000,KR,KT
220.79.197.214,21824,KR,KT
220.80.128.180,10435,KR,KT
220.80.128.180,20912,KR,KT
220.80.128.180,30059,KR,KT
220.80.128.180,30055,KR,KT
220.81.48.82,12677,KR,KT
220.81.48.82,19511,KR,KT
220.82.73.154,28600,KR,KT
220.82.73.154,36938,KR,KT
220.80.228.41,13638,KR,KT
220.82.73.154,16567,KR,KT
220.83.246.53,30060,KR,KT
220.83.36.68,30059,KR,KT
220.83.182.223,30059,KR,KT
220.83.36.68,30072,KR,KT
220.83.59.77,27952,KR,KT
220.84.186.17,10372,KR,KT
220.84.186.17,22635,KR,KT
220.84.186.17,12568,KR,KT
220.84.186.17,31454,KR,KT
220.84.213.25,23437,KR,KT
220.84.213.25,12153,KR,KT
220.72.237.46,18048,KR,KT
220.84.213.25,10421,KR,KT
220.85.70.7,50000,KR,KT
220.86.175.229,30012,KR,KT
220.87.229.22,29340,KR,KT
220.87.229.22,37865,KR,KT
220.87.243.193,17056,KR,KT
220.87.243.193,28568,KR,KT
220.89.108.14,23612,KR,KT
220.87.243.193,24304,KR,KT
220.87.246.3,30087,KR,KT
220.87.246.3,30062,KR,KT
220.90.241.159,30054,KR,KT
220.90.241.159,50000,KR,KT
220.83.59.77,28232,KR,KT
220.90.32.30,12054,KR,KT
220.90.241.159,50008,KR,KT
220.90.32.30,12451,KR,KT
220.90.32.30,25658,KR,KT
220.93.66.135,10367,KR,KT
220.90.32.30,38356,KR,KT
220.93.66.135,37107,KR,KT
220.92.146.161,50000,KR,KT
220.93.66.135,19428,KR,KT
220.93.66.135,25376,KR,KT
220.94.86.190,33927,KR,KT
220.95.24.6,12441,KR,KT
220.95.24.6,28803,KR,KT
220.95.24.6,28992,KR,KT
221.147.93.101,24564,KR,KT
220.87.243.193,12069,KR,KT
221.149.11.173,15679,KR,KT
220.87.243.193,27270,KR,KT
221.149.11.173,35591,KR,KT
221.149.49.65,14075,KR,KT
221.151.124.30,30061,KR,KT
221.152.53.227,20109,KR,KT
221.151.204.241,17428,KR,KT
221.153.46.61,21001,KR,KT
221.152.53.227,37924,KR,KT
221.153.233.104,50000,KR,KT
221.153.46.61,22661,KR,KT
221.154.243.122,15863,KR,KT
221.154.243.122,22046,KR,KT
221.154.243.122,30351,KR,KT
220.94.86.190,19610,KR,KT
221.154.243.122,50000,KR,KT
221.155.34.111,30060,KR,KT
221.155.34.111,30069,KR,KT
221.155.34.111,30068,KR,KT
221.156.184.56,10091,KR,KT
221.156.29.136,15176,KR,KT
221.156.34.64,39548,KR,KT
221.156.68.48,30068,KR,KT
221.157.196.48,12623,KR,KT
221.158.170.74,50000,KR,KT
221.157.196.48,34418,KR,KT
221.158.119.123,36248,KR,KT
221.150.198.30,17609,KR,KT
221.160.59.152,50000,KR,KT
221.155.34.111,30018,KR,KT
221.161.58.134,10691,KR,KT
221.155.34.111,30020,KR,KT
221.155.34.111,30022,KR,KT
221.161.58.134,22542,KR,KT
221.161.58.134,29264,KR,KT
221.161.58.134,23449,KR,KT
221.161.58.134,35972,KR,KT
221.161.58.134,30260,KR,KT
221.161.58.134,36376,KR,KT
221.161.58.134,30569,KR,KT
221.161.58.134,37603,KR,KT
221.162.14.243,11191,KR,KT
221.156.34.64,23480,KR,KT
221.162.14.243,35414,KR,KT
221.165.109.205,50000,KR,KT
221.159.156.189,50000,KR,KT
221.158.250.83,22771,KR,KT
221.160.155.189,21814,KR,KT
221.159.79.37,31751,KR,KT
221.161.215.4,50000,KR,KT
221.165.63.30,16643,KR,KT
221.158.250.83,14659,KR,KT
221.166.160.53,10233,KR,KT
221.166.160.53,11311,KR,KT
221.165.63.30,11676,KR,KT
221.160.155.189,30381,KR,KT
221.161.49.9,50000,KR,KT
221.158.250.83,11535,KR,KT
221.159.79.37,37462,KR,KT
221.166.160.53,12089,KR,KT
221.160.155.189,39558,KR,KT
221.161.58.134,10334,KR,KT
221.166.160.53,36420,KR,KT
221.159.79.37,29551,KR,KT
221.167.108.29,50000,KR,KT
221.161.58.134,14696,KR,KT
221.161.58.134,31944,KR,KT
222.100.81.36,10775,KR,KT
222.100.81.36,12191,KR,KT
222.101.91.204,50000,KR,KT
222.103.185.193,11011,KR,KT
222.103.185.193,20438,KR,KT
222.103.185.193,24656,KR,KT
222.103.185.193,30012,KR,KT
222.103.185.193,50586,KR,KT
222.102.71.32,50000,KR,KT
222.104.205.191,30023,KR,KT
221.166.160.53,15635,KR,KT
222.105.77.119,30053,KR,KT
222.106.126.224,11845,KR,KT
222.106.126.224,14703,KR,KT
222.106.126.224,50000,KR,KT
222.107.125.203,30070,KR,KT
222.106.126.224,20582,KR,KT
222.106.63.3,28001,KR,KT
222.109.29.179,30009,KR,KT
222.111.243.171,33023,KR,KT
222.106.126.224,15411,KR,KT
222.106.126.224,15307,KR,KT
222.106.126.224,12079,KR,KT
222.106.126.224,34024,KR,KT
222.109.29.179,30054,KR,KT
222.113.240.90,22623,KR,KT
222.107.26.42,30066,KR,KT
222.111.243.171,35034,KR,KT
222.103.185.193,16656,KR,KT
222.118.184.197,30078,KR,KT
222.107.168.179,50000,KR,KT
222.118.184.197,30065,KR,KT
222.120.119.146,50000,KR,KT
222.104.238.176,30592,KR,KT
222.96.105.8,50000,KR,KT
27.100.229.147,50000,KR,Kctv Jeju Broadcasting
27.100.236.99,50000,KR,Kctv Jeju Broadcasting
222.106.63.3,22684,KR,KT
222.113.74.67,50000,KR,KT
222.114.84.180,19944,KR,KT
222.106.63.3,26207,KR,KT
222.114.189.204,10373,KR,KT
222.116.112.169,50000,KR,KT
222.116.66.36,50000,KR,KT
222.116.176.142,14430,KR,KT
222.116.176.142,16676,KR,KT
222.116.176.142,20249,KR,KT
222.118.58.2,30066,KR,KT
222.118.58.2,30041,KR,KT
4.230.8.95,443,KR,Microsoft Azure
222.119.180.194,50000,KR,KT
39.116.19.171,50004,KR,SK Broadband
222.96.105.8,32846,KR,KT
222.120.46.173,10301,KR,KT
222.121.86.236,35651,KR,KT
222.121.86.236,15831,KR,KT
222.97.28.213,50000,KR,KT
47.80.3.26,443,KR,Sprint
222.97.154.8,34207,KR,KT
39.126.191.210,17795,KR,Hcn Chungbuk Cable Tv Systems
39.126.15.253,50000,KR,Pusan Cable Tv System Co.
49.143.10.114,11871,KR,Hcn Chungbuk Cable Tv Systems
39.114.198.93,13329,KR,SK Broadband
49.143.10.114,12655,KR,Hcn Chungbuk Cable Tv Systems
49.166.108.89,39632,KR,LG Uplus
49.166.108.89,11636,KR,LG Uplus
222.114.189.204,16850,KR,KT
49.166.108.89,24791,KR,LG Uplus
49.166.202.100,30045,KR,LG Uplus
49.166.202.100,30065,KR,LG Uplus
49.166.108.89,38043,KR,LG Uplus
49.166.108.89,36983,KR,LG Uplus
49.166.108.89,36315,KR,LG Uplus
222.96.105.8,30010,KR,KT
49.167.61.27,13623,KR,LG Uplus
49.167.61.27,14460,KR,LG Uplus
49.171.243.145,30055,KR,LG Uplus
49.171.243.145,30049,KR,LG Uplus
49.171.243.145,50027,KR,LG Uplus
49.167.61.27,19412,KR,LG Uplus
49.171.120.159,12534,KR,LG Uplus
49.167.61.27,14870,KR,LG Uplus
49.167.61.27,15326,KR,LG Uplus
49.167.61.27,27542,KR,LG Uplus
49.167.61.27,20876,KR,LG Uplus
49.171.48.200,30078,KR,LG Uplus
49.167.61.27,17943,KR,LG Uplus
49.171.48.200,50000,KR,LG Uplus
49.171.48.200,50003,KR,LG Uplus
49.143.10.114,29346,KR,Hcn Chungbuk Cable Tv Systems
49.143.10.114,21490,KR,Hcn Chungbuk Cable Tv Systems
49.171.249.74,11302,KR,LG Uplus
49.175.188.224,28585,KR,LG Uplus
49.175.158.24,50000,KR,LG Uplus
49.171.48.200,11936,KR,LG Uplus
49.171.48.200,20040,KR,LG Uplus
49.167.62.11,24904,KR,LG Uplus
49.171.48.200,23391,KR,LG Uplus
49.172.26.191,30061,KR,LG Uplus
49.171.48.200,31218,KR,LG Uplus
49.236.107.16,30008,KR,LG Uplus
49.166.108.89,17485,KR,LG Uplus
49.171.48.200,20215,KR,LG Uplus
52.231.97.210,2053,KR,Microsoft Azure
52.141.25.42,443,KR,Microsoft Azure
49.246.39.46,23132,KR,CMB Kwangju Broadcasting
54.180.202.133,2053,KR,Amazon.com
54.180.202.133,8443,KR,Amazon.com
58.122.244.17,35406,KR,SK Broadband
58.127.171.195,50006,KR,SK Broadband
49.167.61.27,19098,KR,LG Uplus
49.246.39.46,38904,KR,CMB Kwangju Broadcasting
49.246.39.46,11325,KR,CMB Kwangju Broadcasting
49.167.61.27,37798,KR,LG Uplus
49.167.61.27,21838,KR,LG Uplus
49.246.61.244,18245,KR,CMB Kwangju Broadcasting
49.167.61.27,28209,KR,LG Uplus
49.167.61.27,23084,KR,LG Uplus
58.65.124.83,19761,KR,Seokyung Cable Television Co.
58.78.224.238,50000,KR,LG Uplus
49.246.39.46,29446,KR,CMB Kwangju Broadcasting
49.172.26.191,30068,KR,LG Uplus
59.0.150.215,30086,KR,KT
58.74.214.253,50000,KR,LG Uplus
58.65.97.224,30051,KR,Seokyung Cable Television Co.
59.0.183.185,18734,KR,KT
59.0.66.191,27051,KR,KT
58.65.97.224,38648,KR,Seokyung Cable Television Co.
59.0.66.191,29657,KR,KT
59.1.170.106,30012,KR,KT
59.1.170.106,30070,KR,KT
59.1.170.106,30054,KR,KT
59.1.185.190,50000,KR,KT
59.11.239.253,21950,KR,KT
59.11.239.253,26402,KR,KT
58.79.220.179,10012,KR,LG Uplus
59.11.239.253,30900,KR,KT
49.236.107.16,30058,KR,LG Uplus
59.11.31.107,11758,KR,KT
58.79.220.179,36826,KR,LG Uplus
58.141.62.97,30062,KR,DLIVE
58.230.90.195,50004,KR,SK Broadband
59.11.31.107,27131,KR,KT
59.11.31.107,30063,KR,KT
59.11.31.107,34637,KR,KT
59.11.31.107,30906,KR,KT
59.11.31.107,31269,KR,KT
59.12.130.171,13851,KR,KT
59.11.32.103,11850,KR,KT
59.12.130.171,14680,KR,KT
59.12.130.171,17151,KR,KT
59.12.130.171,30852,KR,KT
59.12.130.171,27738,KR,KT
59.12.130.171,27972,KR,KT
59.14.189.65,21757,KR,KT
59.14.189.65,30057,KR,KT
59.11.31.107,11815,KR,KT
59.14.189.65,29707,KR,KT
59.14.55.129,19120,KR,KT
59.14.55.129,24165,KR,KT
59.15.182.92,25962,KR,KT
59.11.31.107,13863,KR,KT
59.15.182.92,22485,KR,KT
59.15.182.92,30016,KR,KT
59.11.31.107,17927,KR,KT
59.15.182.92,24550,KR,KT
59.15.182.92,23549,KR,KT
59.11.31.107,13844,KR,KT
59.15.182.92,30017,KR,KT
59.15.182.92,30019,KR,KT
59.15.182.92,50000,KR,KT
58.232.221.46,443,KR,SK Broadband
59.15.216.47,50003,KR,KT
59.15.216.47,30025,KR,KT
59.11.31.107,36183,KR,KT
59.16.64.17,30069,KR,KT
59.17.231.95,30054,KR,KT
59.18.142.93,11280,KR,KT
59.11.31.107,38203,KR,KT
59.12.130.171,12153,KR,KT
59.18.169.121,50000,KR,KT
59.18.142.93,34774,KR,KT
59.18.142.93,15675,KR,KT
59.18.142.93,29443,KR,KT
59.18.142.93,19237,KR,KT
59.19.168.33,11195,KR,KT
59.19.168.33,24359,KR,KT
59.19.228.244,13491,KR,KT
59.19.168.33,39266,KR,KT
59.14.189.65,30095,KR,KT
59.2.114.243,22122,KR,KT
59.16.205.115,50000,KR,KT
59.20.126.133,39392,KR,KT
59.20.126.133,12621,KR,KT
59.21.141.191,50004,KR,KT
59.20.126.133,25406,KR,KT
59.22.56.153,34965,KR,KT
59.21.223.11,50000,KR,KT
59.22.14.146,25566,KR,KT
59.22.14.146,28361,KR,KT
59.23.21.147,30012,KR,KT
59.151.255.64,50000,KR,Saero Network Service
59.23.21.147,30045,KR,KT
59.23.21.147,30053,KR,KT
59.16.64.17,28314,KR,KT
59.26.153.19,33121,KR,KT
59.17.63.1,17150,KR,KT
59.26.30.111,13364,KR,KT
59.26.30.111,21632,KR,KT
59.26.30.111,17682,KR,KT
59.19.168.33,26254,KR,KT
59.19.168.33,27352,KR,KT
59.26.30.111,36840,KR,KT
59.26.30.111,31796,KR,KT
59.27.123.170,50000,KR,KT
59.29.207.136,50000,KR,KT
59.29.51.147,30055,KR,KT
59.29.59.109,30059,KR,KT
59.3.83.3,30012,KR,KT
59.29.207.11,36215,KR,KT
59.29.207.11,30066,KR,KT
59.3.83.3,30062,KR,KT
59.2.114.243,25224,KR,KT
59.31.62.222,50000,KR,KT
59.26.30.111,11559,KR,KT
59.26.30.111,17141,KR,KT
59.5.26.56,38781,KR,KT
59.5.26.56,23132,KR,KT
59.5.26.56,25854,KR,KT
59.5.53.119,18548,KR,KT
59.5.53.119,10098,KR,KT
59.5.9.82,30925,KR,KT
59.5.53.119,14982,KR,KT
59.5.53.119,20315,KR,KT
59.8.178.67,50000,KR,KT
59.26.30.111,25568,KR,KT
59.9.221.33,37360,KR,KT
59.8.57.141,30048,KR,KT
59.8.57.141,50003,KR,KT
59.8.57.141,50000,KR,KT
59.8.5.113,19800,KR,KT
59.8.76.12,30052,KR,KT
61.36.109.180,50000,KR,LG Uplus
61.253.48.235,30044,KR,SK Broadband
61.36.58.170,30051,KR,LG Uplus
61.36.58.170,30047,KR,LG Uplus
61.35.89.246,13000,KR,LG Uplus
61.36.172.75,50000,KR,LG Uplus
61.73.36.4,20364,KR,KT
61.35.89.246,39348,KR,LG Uplus
61.37.230.26,31173,KR,LG Uplus
61.73.36.4,25388,KR,KT
61.35.89.246,29501,KR,LG Uplus
61.73.36.4,25700,KR,KT
59.5.53.119,23349,KR,KT
61.73.36.4,36863,KR,KT
61.74.124.238,14921,KR,KT
59.9.221.33,19208,KR,KT
59.9.247.225,10993,KR,KT
61.74.124.238,16276,KR,KT
61.101.193.113,50025,KR,SK Broadband
61.74.124.238,19920,KR,KT
61.74.124.238,17696,KR,KT
61.74.124.238,19841,KR,KT
61.74.124.238,22697,KR,KT
61.76.198.73,50000,KR,KT
61.80.99.5,32941,KR,KT
61.80.99.5,10199,KR,KT
61.76.198.73,30066,KR,KT
61.74.124.238,35512,KR,KT
61.83.219.114,14491,KR,KT
61.83.79.155,30002,KR,KT
61.85.205.67,27697,KR,KT
61.84.74.108,26062,KR,KT
61.85.76.39,50000,KR,KT
61.74.124.238,13554,KR,KT
8.220.213.222,20443,KR,Alibaba
8.213.137.24,443,KR,Alibaba
61.99.75.229,50002,KR,SK Broadband
61.74.124.238,11534,KR,KT
64.110.70.205,23022,KR,Oracle Cloud
61.74.124.238,24346,KR,KT
220.93.178.129,50000,KR,KT
125.137.205.220,50000,KR,KT
125.251.132.232,50000,KR,LG Uplus
61.97.213.207,50000,KR,LG HelloVision Corp.
193.123.235.59,443,KR,Oracle Cloud
222.119.180.194,30012,KR,KT
221.163.88.207,50000,KR,KT
112.155.196.229,50000,KR,LG Uplus
211.42.255.79,50000,KR,LG Uplus
211.221.84.13,50000,KR,KT
175.205.194.8,50000,KR,KT
121.186.5.14,30054,KR,KT
211.114.195.107,18080,KR,KT
14.39.69.198,11390,KR,KT
125.135.32.13,50003,KR,KT
220.75.186.189,50000,KR,KT
59.12.109.110,50000,KR,KT
59.11.235.35,30040,KR,KT
125.140.210.166,50004,KR,KT
106.255.206.121,50000,KR,LG Uplus
211.110.216.132,50003,KR,SK Broadband
49.171.249.74,25010,KR,LG Uplus
219.250.79.3,50004,KR,SK Broadband
1.213.221.171,30067,KR,LG Uplus
1.213.221.171,50000,KR,LG Uplus
1.213.221.171,30047,KR,LG Uplus
1.213.221.171,30073,KR,LG Uplus
211.47.86.218,50000,KR,Hyundai Communications Network
123.199.72.157,30066,KR,LG HelloVision Corp.
121.153.38.160,30052,KR,KT
121.162.36.43,50000,KR,KT
14.45.249.246,50000,KR,KT
175.121.137.173,50003,KR,SK Broadband
220.124.158.10,50000,KR,KT
220.93.255.130,50000,KR,KT
222.118.27.81,50000,KR,KT
27.100.189.152,50000,KR,Kctv Jeju Broadcasting
59.1.110.213,50000,KR,KT
61.85.119.243,50000,KR,KT
112.164.239.188,50000,KR,KT
222.113.24.84,50000,KR,KT
59.22.88.168,50000,KR,KT
188.225.31.62,443,KZ,TimeWeb
188.116.20.93,443,KZ,NLS Kazakhstan
213.148.10.221,443,KZ,Haicom
194.135.25.23,46571,KZ,JSC Transtelecom
194.135.25.23,36874,KZ,JSC Transtelecom
194.135.25.23,53282,KZ,JSC Transtelecom
194.135.25.23,58183,KZ,JSC Transtelecom
103.106.3.238,443,KZ,Stark Industries Solutions
213.148.1.150,2053,KZ,Haicom
38.180.37.102,8443,KZ,NLS Kazakhstan
38.180.37.244,2053,KZ,NLS Kazakhstan
45.80.208.204,2053,KZ,G-Core Labs SA
213.148.10.177,443,KZ,Haicom
38.180.37.244,8443,KZ,NLS Kazakhstan
45.80.208.39,443,KZ,G-Core Labs SA
194.135.25.23,13554,KZ,JSC Transtelecom
194.135.25.23,46436,KZ,JSC Transtelecom
89.44.193.29,2053,KZ,G-Core Labs SA
90.156.253.113,2053,KZ,Nls Astana Llp
194.135.25.23,50995,KZ,JSC Transtelecom
86.104.73.185,443,KZ,Stark Industries Solutions
94.247.135.18,8443,KZ,PS Internet Company
79.142.51.162,65000,KZ,Smartnet Too
86.104.73.133,2053,KZ,Stark Industries Solutions
45.80.208.126,8081,KZ,G-Core Labs SA
194.135.25.23,34902,KZ,JSC Transtelecom
95.164.114.20,2053,KZ,Stark Industries Solutions
94.131.2.187,2053,KZ,Stark Industries Solutions
95.164.114.50,8443,KZ,Stark Industries Solutions
94.131.2.7,3524,KZ,Stark Industries Solutions
95.164.114.206,443,KZ,Stark Industries Solutions
94.131.13.164,443,LT,Stark Industries Solutions
103.113.69.46,443,LT,Stark Industries Solutions
195.238.126.52,443,LT,Melbikomas UAB
103.113.69.99,443,LT,Stark Industries Solutions
195.238.126.94,443,LT,Melbikomas UAB
194.0.194.237,14181,LT,Serverio technologijos MB
194.0.194.145,443,LT,Serverio technologijos MB
194.0.194.222,443,LT,Serverio technologijos MB
212.80.216.207,443,LT,Serverio technologijos MB
45.154.35.160,443,LT,Serverio technologijos MB
104.244.77.65,8443,LU,FranTech Solutions
104.244.78.95,2083,LU,FranTech Solutions
172.86.78.221,2096,LU,RouterHosting
198.251.84.123,8443,LU,FranTech Solutions
107.189.8.158,443,LU,FranTech Solutions
45.80.209.31,47784,LU,G-Core Labs SA
45.80.209.166,2053,LU,G-Core Labs SA
45.80.209.31,34424,LU,G-Core Labs SA
178.248.75.36,2053,LV,Serva One
185.135.86.207,443,LV,Melbikomas UAB
185.135.86.252,443,LV,Melbikomas UAB
185.242.106.162,2053,LV,Sia Veesp
185.72.86.16,2053,LV,Netvision
185.242.106.50,443,LV,Sia Veesp
138.124.182.204,443,LV,Baykov Ilya Sergeevich
185.242.107.56,2053,LV,Sia Veesp
178.248.75.36,8443,LV,Serva One
185.242.107.80,443,LV,Sia Veesp
185.8.60.108,443,LV,CloudHosting SIA
185.8.60.113,443,LV,CloudHosting SIA
185.135.86.116,2053,LV,Melbikomas UAB
185.135.86.120,2053,LV,Melbikomas UAB
188.253.16.238,8443,LV,Sia Veesp
185.237.218.134,2053,LV,Friendhosting LTD
185.237.218.134,8443,LV,Friendhosting LTD
188.64.12.107,443,LV,Sia Veesp
185.135.86.89,8443,LV,Melbikomas UAB
188.64.12.136,443,LV,Sia Veesp
185.242.106.215,443,LV,Sia Veesp
185.242.106.247,8443,LV,Sia Veesp
185.242.107.130,39506,LV,Sia Veesp
188.64.12.184,8443,LV,Sia Veesp
185.242.107.130,57630,LV,Sia Veesp
188.64.12.212,2053,LV,Sia Veesp
188.64.12.212,8443,LV,Sia Veesp
188.64.13.213,433,LV,Sia Veesp
185.242.107.56,8443,LV,Sia Veesp
188.64.13.222,2053,LV,Sia Veesp
188.64.13.29,2053,LV,Sia Veesp
188.253.16.238,2053,LV,Sia Veesp
188.64.14.60,8443,LV,Sia Veesp
188.253.18.111,443,LV,Sia Veesp
188.64.15.182,8443,LV,Sia Veesp
188.64.15.154,10678,LV,Sia Veesp
188.64.15.141,443,LV,Sia Veesp
188.64.15.21,8443,LV,Sia Veesp
188.64.15.21,2053,LV,Sia Veesp
188.64.15.213,2053,LV,Sia Veesp
188.64.12.184,2053,LV,Sia Veesp
188.64.15.47,443,LV,Sia Veesp
192.144.39.33,443,LV,SIA Serverum
192.36.41.31,443,LV,EDIS GmbH Latvia
193.124.22.168,2053,LV,Baxet Group Inc.
193.124.22.20,443,LV,Baxet Group Inc.
193.124.22.55,443,LV,Baxet Group Inc.
195.123.212.163,8443,LV,Green Floid
195.123.212.163,2053,LV,Green Floid
188.64.13.29,8443,LV,Sia Veesp
188.64.13.222,8443,LV,Sia Veesp
195.123.212.237,8443,LV,Green Floid
188.64.14.115,443,LV,Sia Veesp
195.123.212.222,8443,LV,Green Floid
195.123.212.250,443,LV,Green Floid
195.123.212.222,2053,LV,Green Floid
